model,split,scenario,accuracy,precision,recall,f1,auc
SGDClassifier,clean_test,baseline_clean_train_clean_test,0.9594429283899502,0.9647264500205677,0.9907065159995776,0.9775438962121606,0.9580020322656368
RidgeClassifier,clean_test,baseline_clean_train_clean_test,0.9540792321445375,0.9591043860545957,0.9907065159995776,0.9746493506493505,0.9471070127756223
SGDClassifier,adv_test,baseline_clean_train_adv_test,0.8769172861578997,0.8921672272945699,0.9803569542718344,0.9341853678172486,0.5188040658445311
RidgeClassifier,adv_test,baseline_clean_train_adv_test,0.883692481415263,0.8911163895486935,0.9904953004541134,0.9381814544363308,0.511575268520074
SGDClassifier,clean_test,adv_train_clean_test,0.9603839277312506,0.9586374695863747,0.9986270989544831,0.9782237624786635,0.9595301530254804
RidgeClassifier,clean_test,adv_train_clean_test,0.9511621341865061,0.9557026476578412,0.9911289470905058,0.9730934729638654,0.9464913322283732
SGDClassifier,adv_test,adv_train_adv_test,0.8910322762774066,0.8914005839691062,0.9994719611363396,0.9423479040127453,0.5619233637771905
RidgeClassifier,adv_test,adv_train_adv_test,0.8908440764091465,0.8910117647058824,0.9997887844545359,0.9422713247735642,0.5500640121724358
