run_id,feature_selection,f1__clean,f1__fgsm,f1__pgd,f1__transfer_pgd
f_fs_forward_main,forward,0.966964513658412,0.966964513658412,0.966964513658412,0.966964513658412
f_fs_backward_main,backward,0.9623973641545944,0.9859316981329428,0.9819622562819308,0.9794388631513194
f_fs_correlation_main,correlation,0.9691779065593108,0.9861458333333336,0.985376008326828,0.9707522356654392
f_fs_importance_main,importance,0.9681808880703908,0.9910513370663038,0.992765778989306,0.986038758074599
