model,split,scenario,accuracy,precision,recall,f1,auc
SGDClassifier,clean_test,baseline_clean_train_clean_test,0.9594429283899502,0.9647264500205677,0.9907065159995776,0.9775438962121606,0.9580020322656368
RidgeClassifier,clean_test,baseline_clean_train_clean_test,0.9540792321445375,0.9591043860545957,0.9907065159995776,0.9746493506493505,0.9471070127756223
SGDClassifier,adv_test,baseline_clean_train_adv_test,0.06737555283711301,0.3820704375667022,0.07561516527616433,0.12624526139469275,0.0184201660869183
RidgeClassifier,adv_test,baseline_clean_train_adv_test,0.28681659922838054,0.7282608695652174,0.31840743478720035,0.44308913219193174,0.05125251000857083
SGDClassifier,clean_test,adv_train_clean_test,0.9538910322762774,0.9593778778266653,0.9901784771359172,0.9745348716349651,0.9467069252980956
RidgeClassifier,clean_test,adv_train_clean_test,0.9471158370189141,0.9523616048755713,0.9901784771359172,0.9709019364191779,0.9294328497810599
SGDClassifier,adv_test,adv_train_adv_test,0.9978357015150089,0.9977866779089376,0.9997887844545359,0.9987867278577833,0.9997936179709044
RidgeClassifier,adv_test,adv_train_adv_test,0.9767573162698786,0.9755569306930693,0.9989439222726793,0.9871119227758935,0.9912893651148891
