model,split,scenario,accuracy,precision,recall,f1,auc
SGDClassifier,clean_test,baseline_clean_train_clean_test,0.9594429283899502,0.9647264500205677,0.9907065159995776,0.9775438962121606,0.9580020322656368
RidgeClassifier,clean_test,baseline_clean_train_clean_test,0.9540792321445375,0.9591043860545957,0.9907065159995776,0.9746493506493505,0.9471070127756223
