model,split,scenario,accuracy,precision,recall,f1,auc
SGDClassifier,clean_test,baseline_clean_train_clean_test,0.9425990401806719,0.9502897224763648,0.9872214594994192,0.9684036050968611,0.9169006362184318
RidgeClassifier,clean_test,baseline_clean_train_clean_test,0.9377058436059095,0.9392518703241896,0.9944027880452001,0.9660408330768442,0.8788819292333077
SGDClassifier,adv_test,baseline_clean_train_adv_test,0.8491578055895361,0.930872042068361,0.8973492449044249,0.9138033016077861,0.6639727564777783
RidgeClassifier,adv_test,baseline_clean_train_adv_test,0.9250964524324833,0.9224549439844131,1.0,0.9596635248809162,0.7671592111044657
SGDClassifier,clean_test,adv_train_clean_test,0.9434459395878423,0.942073778664008,0.9978878445453585,0.9691779065593107,0.8470413681514317
RidgeClassifier,clean_test,adv_train_clean_test,0.9370471440669992,0.9450738417964799,0.9866934206357588,0.9654352880392664,0.8378214812776025
SGDClassifier,adv_test,adv_train_adv_test,0.9749694175214078,0.9728702086116535,0.9997887844545359,0.9861458333333335,0.9777110144529435
RidgeClassifier,adv_test,adv_train_adv_test,0.9320598475581067,0.9305049709617088,0.9983102756362868,0.963215814143061,0.8066313473417759
