model,split,scenario,accuracy,precision,recall,f1,auc
SGDClassifier,clean_test,baseline_clean_train_clean_test,0.9569022301684389,0.9620551738283253,0.9907065159995776,0.9761706555671176,0.9560776543619931
RidgeClassifier,clean_test,baseline_clean_train_clean_test,0.9370471440669992,0.9415897230028101,0.9908121237723096,0.9655740235681572,0.9167608290374316
SGDClassifier,adv_test,baseline_clean_train_adv_test,0.19742166180483672,0.6621808143547274,0.20266131587284825,0.3103420392981321,0.12159658888718043
RidgeClassifier,adv_test,baseline_clean_train_adv_test,0.8995012703491108,0.9052580800771828,0.9909177315450417,0.9461530704850256,0.5683416351256925
SGDClassifier,clean_test,adv_train_clean_test,0.9323421473604968,0.9532739328636552,0.9716971169078044,0.9623973641545944,0.8995444821215526
RidgeClassifier,clean_test,adv_train_clean_test,0.9240613531570528,0.9324081469648562,0.9862709895448305,0.9585835257890685,0.8630325554655124
SGDClassifier,adv_test,adv_train_adv_test,0.9746871177190176,0.9765851636966432,0.9954588657725209,0.9859316981329429,0.9763630105766459
RidgeClassifier,adv_test,adv_train_adv_test,0.9327185470970171,0.9331090441321986,0.9958812968634492,0.9634738186462324,0.8980322298871457
